PY,AU,TI,SO,VL,IS,DI,Z9,citesPerYear
1997,"Goldsmith, AA",Economic rights and government in developing countries: Cross-national evidence on growth and development,STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,32,2,10.1007/BF02687323,22,0.9166666666666666
2010,"Hua, Law Teik; Noland, Robert B.; Evans, Andrew W.",The direct and indirect effects of corruption on motor vehicle crash deaths,ACCIDENT ANALYSIS AND PREVENTION,42,6,10.1016/j.aap.2010.05.015,10,0.9090909090909091
2011,"Birnir, Johanna Kristin; Waguespack, David M.",Ethnic inclusion and economic growth,PARTY POLITICS,17,2,10.1177/1354068810391149,9,0.9
2011,"Dermendzhieva, Zvezda",Emigration from the South Caucasus: who goes abroad and what are the economic implications?,POST-COMMUNIST ECONOMIES,23,3,10.1080/14631377.2011.595135,9,0.9
2013,"Qiu, Wei; Schvaneveldt, Paul L.; Sahin, Volkan","Children's Perceptions and Definitions of Family in China, Ecuador, Turkey, and the United States",JOURNAL OF COMPARATIVE FAMILY STUDIES,44,5,NA,7,0.875
2013,"Koning, Niek",Witchcraft Beliefs and Witch Hunts An Interdisciplinary Explanation,HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE,24,2,10.1007/s12110-013-9164-1,7,0.875
2013,"Jones, Garett",The O-ring sector and the Foolproof sector: An explanation for skill externalities,JOURNAL OF ECONOMIC BEHAVIOR & ORGANIZATION,85,NA,10.1016/j.jebo.2012.10.014,7,0.875
2013,"Salas-Fumas, Vicente; Javier Sanchez-Asin, J.",The management function of entrepreneurs and countries' productivity growth,APPLIED ECONOMICS,45,17,10.1080/00036846.2012.663476,7,0.875
2014,"Chen, Gang",Association between economic fluctuations and road mortality in OECD countries,EUROPEAN JOURNAL OF PUBLIC HEALTH,24,4,10.1093/eurpub/cku014,6,0.8571428571428571
2015,"Adamczyk, Amy; Kim, Chunrye; Paradis, Lauren","Investigating Differences in How the News Media Views Homosexuality Across Nations: An Analysis of the United States, South Africa, and Uganda",SOCIOLOGICAL FORUM,30,4,10.1111/socf.12207,5,0.8333333333333334
2015,"Barber, Nigel",Why Is Mississippi More Religious Than New Hampshire? Material Security and Ethnicity as Factors,CROSS-CULTURAL RESEARCH,49,3,10.1177/1069397114556071,5,0.8333333333333334
2015,"Johnson, Jessica K. M.; Sarkisian, Natalia; Williamson, John B.",Using a Micro-Level Model to Generate a Macro-Level Model of Productive Successful Aging,GERONTOLOGIST,55,1,10.1093/geront/gnu089,5,0.8333333333333334
1992,"ZHAI, SD; MCGARVEY, ST",TEMPORAL CHANGES AND RURAL-URBAN DIFFERENCES IN CARDIOVASCULAR-DISEASE RISK-FACTORS AND MORTALITY IN CHINA,HUMAN BIOLOGY,64,6,NA,24,0.8275862068965517
2011,"Lim, Doo Hun; Morris, Michael Lane; McMillan, Heather S.",Construct validation of the translated version of the work-family conflict scale for use in Korea,HUMAN RESOURCE DEVELOPMENT QUARTERLY,22,4,10.1002/hrdq.20089,8,0.8
2011,"Barber, Nigel",Marriage markets and mating aggression help explain societal differences in violent crime,AGGRESSION AND VIOLENT BEHAVIOR,16,5,10.1016/j.avb.2011.01.001,8,0.8
2016,"Goel, Rajeev K.; Saunoris, James W.","Military Buildups, Economic Development and Corruption",MANCHESTER SCHOOL,84,6,10.1111/manc.12127,4,0.8
2016,"Duede, Eamon; Zhorin, Victor",Convergence of economic growth and the Great Recession as seen from a Celestial Observatory,EPJ DATA SCIENCE,5,NA,10.1140/epjds/s13688-016-0091-3,4,0.8
2016,"Peercy, Chavanne; Svenson, Nanette",The role of higher education in equitable human development,INTERNATIONAL REVIEW OF EDUCATION,62,2,10.1007/s11159-016-9549-6,4,0.8
2016,"Durvasula, Srinivas; Lysonski, Steven",Finding Cross-National Consistency: Use of G-Theory to Validate Acculturation to Global Consumer Culture Measure,JOURNAL OF GLOBAL MARKETING,29,2,NA,4,0.8
2016,"Khalifa, Sherif","TRUST, LANDSCAPE, AND ECONOMIC DEVELOPMENT",Journal of Economic Development,41,1,NA,4,0.8
2007,"Nettle, Daniel; Grace, James B.; Choisy, Marc; Cornell, Howard V.; Guegan, Jean-Francois; Hochberg, Michael E.","Cultural Diversity, Economic Development and Societal Instability",PLOS ONE,2,9,10.1371/journal.pone.0000929,11,0.7857142857142857
2012,"Gong, Yanhong; Wen, Xiaopiao; Guan, Chaoping; Wang, Zhiqing; Liang, Yuan",The associations between family characteristics and depressive symptoms in older adults: a community-based survey in rural China,INTERNATIONAL PSYCHOGERIATRICS,24,8,10.1017/S1041610211002663,7,0.7777777777777778
2008,"Fedderke, Johannes; Luiz, John; de Kadt, Raphael",Using fractionalization indexes: deriving methodological principles for growth studies from time series evidence,SOCIAL INDICATORS RESEARCH,85,2,10.1007/s11205-007-9090-x,10,0.7692307692307693
1991,"CLARK, R",CONTRASTING PERSPECTIVES ON WOMENS ACCESS TO PRESTIGIOUS OCCUPATIONS - A CROSS-NATIONAL INVESTIGATION,SOCIAL SCIENCE QUARTERLY,72,1,NA,23,0.7666666666666667
2004,"Barber, Nigel","Sex ratio at birth, polygyny, and fertility: A cross-national study",SOCIAL BIOLOGY,51,44228,NA,13,0.7647058823529411
1996,"Adeola, FO","Military expenditures, health, and education: Bedfellows or Antagonists in Third World development?",ARMED FORCES & SOCIETY,22,3,10.1177/0095327X9602200306,19,0.76
2009,"Mandil, Ahmed","Commentary: Mosaic Arab world, health and development",INTERNATIONAL JOURNAL OF PUBLIC HEALTH,54,5,10.1007/s00038-009-0065-3,9,0.75
2009,"Fielding, David; Torres, Sebastian","Health, Wealth, Fertility, Education, and Inequality",REVIEW OF DEVELOPMENT ECONOMICS,13,1,10.1111/j.1467-9361.2008.00460.x,9,0.75
2013,"Sanderson, Matthew R.","Does immigration have a Matthew Effect? A cross-national analysis of international migration and international income inequality, 1960-2005",SOCIAL SCIENCE RESEARCH,42,3,10.1016/j.ssresearch.2012.12.004,6,0.75
2017,"Stack, Steven; Laubepin, Frederique","Locus of control and the direction of lethal violence: Cross national analysis, research note",SOCIAL SCIENCE JOURNAL,54,4,10.1016/j.soscij.2017.05.004,3,0.75
2017,"Burroway, Rebekah",Are all jobs created equal? A cross-national analysis of women's employment and child malnutrition in developing countries,SOCIAL SCIENCE RESEARCH,67,NA,10.1016/j.ssresearch.2017.07.003,3,0.75
2017,"Owen, P. Dorian",Evaluating Ingenious Instruments for Fundamental Determinants of Long-Run Economic Growth and Development,ECONOMETRICS,5,3,10.3390/econometrics5030038,3,0.75
2017,"Ezcurra, Roberto",Is government decentralization useful in the fight against domestic terrorism? A cross-country analysis,ENVIRONMENT AND PLANNING C-POLITICS AND SPACE,35,5,10.1177/0263774X16665363,3,0.75
2017,"Agasisti, Tommaso; Longobardi, Sergio; Regoli, Andrea",A cross-country panel approach to exploring the determinants of educational equity through PISA data,QUALITY & QUANTITY,51,3,10.1007/s11135-016-0328-z,3,0.75
2017,"Aguirre, Alvaro",Contracting institutions and economic growth,REVIEW OF ECONOMIC DYNAMICS,24,NA,10.1016/j.red.2017.01.009,3,0.75
2017,"Kadochnikov, Denis",RUSSIAN FEDERATION AND PEOPLE'S REPUBLIC OF CHINA: SIMILARITIES AND DISTINCTIONS IN THE FISCAL RELATIONS BETWEEN CENTRAL AND REGIONAL AUTHORITIES,TERRA ECONOMICUS,15,2,10.23683/2073-6606-2017-15-2-76-92,3,0.75
2017,"Vlasova, Valeriya; Kuznetsova, Tatyana; Roud, Vitaliy",Drivers and limitations of Russia's development based on the evidence provided by the Global Innovation Index,VOPROSY EKONOMIKI,NA,8,10.32609/0042-8736-2017-8-24-41,3,0.75
1990,"ROEMER, MI; ROEMER, R","GLOBAL HEALTH, NATIONAL-DEVELOPMENT, AND THE ROLE OF GOVERNMENT",AMERICAN JOURNAL OF PUBLIC HEALTH,80,10,10.2105/AJPH.80.10.1188,23,0.7419354838709677
1983,"PAMPEL, FC; WEISS, JA","ECONOMIC-DEVELOPMENT, PENSION POLICIES, AND THE LABOR-FORCE PARTICIPATION OF AGED MALES - A CROSS-NATIONAL, LONGITUDINAL APPROACH",AMERICAN JOURNAL OF SOCIOLOGY,89,2,10.1086/227869,28,0.7368421052631579
1985,"BRADSHAW, YW",OVERURBANIZATION AND UNDERDEVELOPMENT IN SUB-SAHARAN AFRICA - A CROSS-NATIONAL-STUDY,STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,20,3,10.1007/BF02687083,26,0.7222222222222222
1996,"Hadden, K; London, B","Educating girls in the third world - The demographic, basic needs, and economic benefits",INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY,37,44228,10.1177/002071529603700103,18,0.72
2007,"Gundlach, Erich",The Solow model in the empirics of growth and trade,OXFORD REVIEW OF ECONOMIC POLICY,23,1,10.1093/icb/grm002,10,0.7142857142857143
2011,"Kwon, Roy",HOW THE LEGACY OF FRENCH COLONIZATION HAS SHAPED DIVERGENT LEVELS OF ECONOMIC DEVELOPMENT IN EAST ASIA: A Time-Series Cross-National Analysis,SOCIOLOGICAL QUARTERLY,52,1,10.1111/j.1533-8525.2010.01194.x,7,0.7
2005,"Moniruzzaman, S; Andersson, R",Age- and sex-specific analysis of homicide mortality as a function of economic development: A cross-national comparison,SCANDINAVIAN JOURNAL OF PUBLIC HEALTH,33,6,10.1080/14034940510006021,11,0.6875
1991,"MACKENBACH, JP",HEALTH-CARE EXPENDITURE AND MORTALITY FROM AMENABLE CONDITIONS IN THE EUROPEAN COMMUNITY,HEALTH POLICY,19,44257,10.1016/0168-8510(91)90011-L,20,0.6666666666666666
2009,"Bhattacharyya, Sambit","Institutions, diseases, and economic progress: a unified framework",JOURNAL OF INSTITUTIONAL ECONOMICS,5,1,10.1017/S1744137408001227,8,0.6666666666666666
2012,"Zeng, Wu; Undurraga, Eduardo A.; Eisenberg, Dan T. A.; Rubio-Jovel, Karla; Reyes-Garcia, Victoria; Godoy, Ricardo",Sibling composition and child educational attainment: Evidence from native Amazonians in Bolivia,ECONOMICS OF EDUCATION REVIEW,31,6,10.1016/j.econedurev.2012.07.011,6,0.6666666666666666
2012,"Basu, Parantap; Bhattarai, Keshab","Cognitive Skills, Openness and Growth",ECONOMIC RECORD,88,280,10.1111/j.1475-4932.2011.00764.x,6,0.6666666666666666
2012,"Tausch, Arno","A globalization-oriented perspective on health, inequality and socio-economic development",INTERNATIONAL JOURNAL OF HEALTH PLANNING AND MANAGEMENT,27,1,10.1002/hpm.1090,6,0.6666666666666666
2012,"Xu, Xiaoyan; Xu, Yangang; Mellor, David; Duan, Liqiong","Motivation and social contexts: A crossnational pilot study of achievement, power, and affiliation motives",INTERNATIONAL JOURNAL OF PSYCHOLOGY,47,2,10.1080/00207594.2011.590493,6,0.6666666666666666
2015,"Anchorena, Jose; Anjos, Fernando",Social ties and economic development,JOURNAL OF MACROECONOMICS,45,NA,10.1016/j.jmacro.2015.04.004,4,0.6666666666666666
2015,"Joo, Heejong Jacob",Crime and Criminal Justice in South Korea: Editor's Introduction,ASIAN JOURNAL OF CRIMINOLOGY,10,1,10.1007/s11417-015-9209-y,4,0.6666666666666666
2015,"Ray, Ranjan; Sinha, Kompal","Multidimensional Deprivation in China, India and Vietnam: A Comparative Study on Micro Data",JOURNAL OF HUMAN DEVELOPMENT AND CAPABILITIES,16,1,10.1080/19452829.2014.897311,4,0.6666666666666666
2015,"Yeganeh, Hamid","Religiosity, socio-economic development and work values: a cross-national study",JOURNAL OF MANAGEMENT DEVELOPMENT,34,5,10.1108/JMD-06-2014-0066,4,0.6666666666666666
2018,"Blair, Alexandra; Siddiqi, Arjumand; Frank, John",Canadian report card on health equity across the life-course: Analysis of time trends and cross-national comparisons with the United Kingdom,SSM-POPULATION HEALTH,6,NA,10.1016/j.ssmph.2018.09.009,2,0.6666666666666666
2018,"Adamczyk, Amy; Kim, Chunrye; Schmuhl, Margaret","Newspaper Presentations of Homosexuality across Nations: Examining Differences by Religion, Economic Development, and Democracy",SOCIOLOGICAL PERSPECTIVES,61,3,10.1177/0731121417724563,2,0.6666666666666666
2018,"Mandal, Bidisha; Batina, Raymond G.; Chen, Wen",Do gender gaps in education and health affect economic growth? A cross-country study from 1975 to 2010,HEALTH ECONOMICS,27,5,10.1002/hec.3636,2,0.6666666666666666
2018,"Aguilar, Francisco X.; Song, Nianfu","Forest Cover, Agricultural, and Socio-Economic Development: A Weighted Beta-Logistic Approach with Ratio Response",FOREST SCIENCE,64,2,10.1093/forsci/fxx002,2,0.6666666666666666
2018,"Zhang, Xun; He, Zongyue; Zhu, Jiali; Li, Jing",Quantity of finance and financial crisis: A non-monotonic investigation,NORTH AMERICAN JOURNAL OF ECONOMICS AND FINANCE,44,NA,10.1016/j.najef.2017.12.001,2,0.6666666666666666
2018,"Beer, Francisca; Hamdi, Badreddine; Zouaoui, Mohamed",Investors' sentiment and accruals anomaly: European evidence,JOURNAL OF APPLIED ACCOUNTING RESEARCH,19,4,10.1108/JAAR-03-2017-0043,2,0.6666666666666666
2018,"Omanbayev, Bekhzod; Salahodjaev, Raufhon; Lynn, Richard",Are greenhouse gas emissions and cognitive skills related? Cross-country evidence,ENVIRONMENTAL RESEARCH,160,NA,10.1016/j.envres.2017.10.004,2,0.6666666666666666
2018,"Wang, Ping; Wong, Tsz-Nga; Yip, Chong K.",Institutional Barriers and World Income Disparities,FEDERAL RESERVE BANK OF ST LOUIS REVIEW,100,3,10.20955/r.2018.259-79,2,0.6666666666666666
1995,"NAYERI, K",THE CUBAN HEALTH-CARE SYSTEM AND FACTORS CURRENTLY UNDERMINING IT,JOURNAL OF COMMUNITY HEALTH,20,4,10.1007/BF02283057,17,0.6538461538461539
2001,"Perova, NV; Davis, CE; Tao, S; Pajak, A; Stein, Y; Broda, GB; Li, YH; Tyroler, HA",Multi-country comparison of plasma lipid relationship to years of schooling in men and women,INTERNATIONAL JOURNAL OF EPIDEMIOLOGY,30,2,10.1093/ije/30.2.371,13,0.65
1989,"Kagitcibasi, C",Family and socialization in cross-cultural perspective: a model of change.,Nebraska Symposium on Motivation. Nebraska Symposium on Motivation,37,NA,NA,20,0.625
2005,"Castro, R",Economic development and growth in the world economy,REVIEW OF ECONOMIC DYNAMICS,8,1,10.1016/j.red.2004.10.006,10,0.625
2013,"Austin, Kelly F.",Export agriculture is feeding malaria: a cross-national examination of the environmental and social causes of malaria prevalence,POPULATION AND ENVIRONMENT,35,2,10.1007/s11111-013-0187-7,5,0.625
2001,"Tsangarides, CG",On cross-country growth and convergence: Evidence from african and OECD countries,JOURNAL OF AFRICAN ECONOMIES,10,4,10.1093/jae/10.4.355,12,0.6
2016,"Garcia-Sanchez, Isabel-Maria; Cuadrado-Ballesteros, Beatriz; Frias-Aceituno, Jose-Valeriano",Does media freedom improve government effectiveness? A comparative cross-country analysis,EUROPEAN JOURNAL OF LAW AND ECONOMICS,42,3,10.1007/s10657-014-9462-z,3,0.6
2016,"Haller, Max; Eder, Anja; Stolz, Erwin","Ethnic Stratification and Patterns of Income Inequality Around the World: A Cross-National Comparison of 123 Countries, Based on a New Index of Historic Ethnic Exploitation",SOCIAL INDICATORS RESEARCH,128,3,10.1007/s11205-015-1069-4,3,0.6
2016,"Piatkowska, Sylwia J.; Raffalovich, Lawrence E.; Messner, Steven F.",The impact of accession to the European Union on suicide rates: A cross-national time-series analysis,INTERNATIONAL JOURNAL OF COMPARATIVE SOCIOLOGY,57,4,10.1177/0020715216667167,3,0.6
2016,"Ma, Tay-Cheng",ANTITRUST AND DEMOCRACY: PERSPECTIVES FROM EFFICIENCY AND EQUITY,JOURNAL OF COMPETITION LAW & ECONOMICS,12,2,10.1093/joclec/nhw001,3,0.6
2016,"Badulescu, Daniel; Badulescu, Alina; Rangone, Adalberto; Sipos-Gug, Sebastian",DIFFERENT OR ALIKE? INVESTIGATING THE IMPACT OF GDP ON ENVIRONMENTAL PROTECTION EXPENDITURE IN SELECTED EUROPEAN STATES,GLOBAL & LOCAL ECONOMIC REVIEW,20,1,NA,3,0.6
2009,"Chen, David T.; Chou, Yu-Fu; Wu, Hong-Pin; Hsu, Lee-Ping; Wen, I-Shian; Lee, Chia-Fone; Chen, Peir-Rong",Income and the Incidence of Oral Cavity Cancer: Cross-National Study,JOURNAL OF OTOLARYNGOLOGY-HEAD & NECK SURGERY,38,2,10.2310/7070.2009.070242,7,0.5833333333333334
2014,"Saastamoinen, Antti; Kuosmanen, Timo","Is corruption grease, grit or a gamble? Corruption increases variance of productivity across countries",APPLIED ECONOMICS,46,23,10.1080/00036846.2014.914149,4,0.5714285714285714
2014,"Cullmann, Astrid; Zloczysti, Petra",R&D efficiency and heterogeneity - a latent class application for the OECD,APPLIED ECONOMICS,46,30,10.1080/00036846.2014.939410,4,0.5714285714285714
2005,"Jayasuriya, R; Wodon, Q",Measuring and explaining the impact of productive efficiency on economic development,WORLD BANK ECONOMIC REVIEW,19,1,10.1093/wber/lhi006,9,0.5625
1994,"Pang, E F",An eclectic approach to turning points in migration.,Asian and Pacific migration journal : APMJ,3,1,NA,15,0.5555555555555556
2012,"Qian, Mingyi; Chen, Ruiyun; Chen, Hong; Hu, Sherlyn; Zhong, Jie; Yao, Ping; Yi, Chunli",Counselling and psychotherapy services in more developed and developing regions in China: A comparative investigation of practitioners and current service delivery,INTERNATIONAL JOURNAL OF SOCIAL PSYCHIATRY,58,5,10.1177/0020764011413669,5,0.5555555555555556
1972,"WHITT, HP; HOFLEY, JR; GORDON, CC","RELIGION, ECONOMIC DEVELOPMENT AND LETHAL AGGRESSION",AMERICAN SOCIOLOGICAL REVIEW,37,2,10.2307/2094027,27,0.5510204081632653
2010,"Schmitz, Martin",Financial Markets and International Risk Sharing,OPEN ECONOMIES REVIEW,21,3,10.1007/s11079-008-9100-x,6,0.5454545454545454
2006,"Agenor, Pierre-Richard; Bayraktar, Nihal; Moreira, Emmanuel Pinto; El Aynaoui, Karim",Achieving the millennium development goals in sub-Saharan Africa: A macroeconomic monitoring framework,WORLD ECONOMY,29,11,10.1111/j.1467-9701.2006.00853.x,8,0.5333333333333333
2006,"Meyer, LB",Trade liberalization and women's integration into national labor markets: A cross-country analysis,SOCIAL INDICATORS RESEARCH,75,1,10.1007/s11205-004-6399-6,8,0.5333333333333333
2004,"Dunning, T; Pop-Eleches, G",From transplants to hybrids: Exploring institutional pathways to growth,STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,38,4,10.1007/BF02686326,9,0.5294117647058824
1983,"WEATHERBY, NL; NAM, CB; ISAAC, LW","DEVELOPMENT, INEQUALITY, HEALTH-CARE, AND MORTALITY AT THE OLDER AGES - A CROSS-NATIONAL ANALYSIS",DEMOGRAPHY,20,1,10.2307/2060899,20,0.5263157894736842
1994,"LACZKO, LS",CANADA PLURALISM IN COMPARATIVE PERSPECTIVE,ETHNIC AND RACIAL STUDIES,17,1,10.1080/01419870.1994.9993811,14,0.5185185185185185
1989,"MCCLURE, M; SHIRATAKI, S",CHILD-PSYCHIATRY IN JAPAN,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,28,4,10.1097/00004583-198907000-00003,16,0.5
1995,"Clarke, SE",Institutional logics and local economic development: A comparative analysis of light American cities,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,19,4,10.1111/j.1468-2427.1995.tb00526.x,13,0.5
2003,"Nieuwbeerta, P; Geest, GB; Siegers, J",Street-level corruption in industrialized and developing countries,EUROPEAN SOCIETIES,5,2,10.1080/1461669032000072265,9,0.5
2005,"Knabb, SD; Stoddard, C","The quality of education, educational institutions, and cross-country differences in human capital accumulation",GROWTH AND CHANGE,36,3,10.1111/j.1468-2257.2005.00281.x,8,0.5
2011,"Kimenyi, Mwangi S.",Institutions and development: the primacy of microanalysis,JOURNAL OF INSTITUTIONAL ECONOMICS,7,4,10.1017/S1744137411000105,5,0.5
2011,"Linz, Susan J.; Semykina, Anastasia",Personality and performance: A comparative analysis of workers in transition economies,PERSONALITY AND INDIVIDUAL DIFFERENCES,51,3,10.1016/j.paid.2010.04.019,5,0.5
2011,"de Vries, Jan","INDUSTRIOUS PEASANTS IN EAST AND WEST: MARKETS, TECHNOLOGY, AND FAMILY STRUCTURE IN JAPANESE AND WESTERN EUROPEAN AGRICULTURE",AUSTRALIAN ECONOMIC HISTORY REVIEW,51,2,10.1111/j.1467-8446.2011.00331.x,5,0.5
